EF_W_FACILITY_OVERVIEW.FACILITY_NAME,EF_W_FACILITY_OVERVIEW.FACILITY_ID,EF_W_FACILITY_OVERVIEW.REPORTING_YEAR,EF_W_FACILITY_OVERVIEW.TABLE_NUM,EF_W_FACILITY_OVERVIEW.TABLE_DESC,EF_W_FACILITY_OVERVIEW.INDUSTRY_SEGMENT,EF_W_FACILITY_OVERVIEW.BASIN_ASSOCIATED_WITH_FACILITY,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FROM_WELLS,EF_W_FACILITY_OVERVIEW.GAS_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.OIL_PROD_CAL_YEAR_FOR_SALES,EF_W_FACILITY_OVERVIEW.SUB_BASIN_COUNTY,EF_W_FACILITY_OVERVIEW.SUB_BASIN_FORMATION_TYPE,EF_W_FACILITY_OVERVIEW.SUB_BASIN_IDENTIFIER,EF_W_FACILITY_OVERVIEW.GAS_OIL_WELL_RATIO,EF_W_FACILITY_OVERVIEW.WELL_PRODUCING_END_OF_YEAR,EF_W_FACILITY_OVERVIEW.CH4_AVERAGE_MOLE_FRACTION
XTO Energy Inc 360 Anadarko,1009143,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,TEXAS  OK (139),Oil,360 - TEXAS  OK (139) - Oil,39.1316,1,.786155
XTO Energy Inc 360 Anadarko,1009143,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WHEELER  TX (483),Oil,360 - WHEELER  TX (483) - Oil,39.1316,1,.832581
XTO Energy Inc 360 Anadarko,1009143,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WOODS  OK (151),High permeability gas,360 - WOODS  OK (151) - High permeability gas,,11,.786155
XTO Energy Inc 360 Anadarko,1009143,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WOODS  OK (151),Oil,360 - WOODS  OK (151) - Oil,39.1316,1,.786155
XTO Energy Inc 360 Anadarko,1009143,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WOODWARD  OK (153),High permeability gas,360 - WOODWARD  OK (153) - High permeability gas,,141,.9241409
XTO Energy Inc 360 Anadarko,1009143,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WOODWARD  OK (153),Oil,360 - WOODWARD  OK (153) - Oil,39.1316,30,.9207076
Uinta Basin - AAPG Province 575,1009165,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,CARBON  UT (7),Coal seam,575 - CARBON  UT (7) - Coal seam,,196,.930103
Uinta Basin - AAPG Province 575,1009165,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,UINTAH  UT (47),Other tight reservoir rock,575 - UINTAH  UT (47) - Other tight reservoir rock,,2911,.83851
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,COAL  OK (29),High permeability gas,345 - COAL  OK (29) - High permeability gas,,4,.8999933
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,COAL  OK (29),Other tight reservoir rock,345 - COAL  OK (29) - Other tight reservoir rock,,5,.8955
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,COAL  OK (29),Shale gas,345 - COAL  OK (29) - Shale gas,,29,.9400005
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HASKELL  OK (61),High permeability gas,345 - HASKELL  OK (61) - High permeability gas,,14,.956984
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HASKELL  OK (61),Other tight reservoir rock,345 - HASKELL  OK (61) - Other tight reservoir rock,,33,.9562625
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HASKELL  OK (61),Shale gas,345 - HASKELL  OK (61) - Shale gas,,1,.9408
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LATIMER  OK (77),High permeability gas,345 - LATIMER  OK (77) - High permeability gas,,141,.9529011
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LATIMER  OK (77),Other tight reservoir rock,345 - LATIMER  OK (77) - Other tight reservoir rock,,564,.9569007
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LE FLORE  OK (79),High permeability gas,345 - LE FLORE  OK (79) - High permeability gas,,24,.9581573
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LE FLORE  OK (79),Other tight reservoir rock,345 - LE FLORE  OK (79) - Other tight reservoir rock,,170,.9539405
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PITTSBURG  OK (121),High permeability gas,345 - PITTSBURG  OK (121) - High permeability gas,,49,.9282689
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PITTSBURG  OK (121),Other tight reservoir rock,345 - PITTSBURG  OK (121) - Other tight reservoir rock,,97,.934256
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PITTSBURG  OK (121),Shale gas,345 - PITTSBURG  OK (121) - Shale gas,,64,.9408
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SEQUOYAH  OK (135),High permeability gas,345 - SEQUOYAH  OK (135) - High permeability gas,,3,.9649867
345 Arkoma Basin - BP America Production Company,1009169,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SEQUOYAH  OK (135),Other tight reservoir rock,345 - SEQUOYAH  OK (135) - Other tight reservoir rock,,1,.96574
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GREGG  TX (183),High permeability gas,260 - GREGG  TX (183) - High permeability gas,,0,0
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GREGG  TX (183),Other tight reservoir rock,260 - GREGG  TX (183) - Other tight reservoir rock,,6,.8912
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  TX (203),High permeability gas,260 - HARRISON  TX (203) - High permeability gas,,17,.9082
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  TX (203),Other tight reservoir rock,260 - HARRISON  TX (203) - Other tight reservoir rock,,298,.898
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARRISON  TX (203),Shale gas,260 - HARRISON  TX (203) - Shale gas,,1,.9669
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PANOLA  TX (365),High permeability gas,260 - PANOLA  TX (365) - High permeability gas,,41,.8687
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PANOLA  TX (365),Other tight reservoir rock,260 - PANOLA  TX (365) - Other tight reservoir rock,,190,.8543
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PANOLA  TX (365),Shale gas,260 - PANOLA  TX (365) - Shale gas,,4,.8799
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RUSK  TX (401),High permeability gas,260 - RUSK  TX (401) - High permeability gas,,1,.9352
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RUSK  TX (401),Other tight reservoir rock,260 - RUSK  TX (401) - Other tight reservoir rock,,77,.9255
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SAN AUGUSTINE  TX (405),Shale gas,260 - SAN AUGUSTINE  TX (405) - Shale gas,,2,.9683
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SHELBY  TX (419),Other tight reservoir rock,260 - SHELBY  TX (419) - Other tight reservoir rock,,2,.9708
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,SHELBY  TX (419),Shale gas,260 - SHELBY  TX (419) - Shale gas,,4,.9692
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,UPSHUR  TX (459),High permeability gas,260 - UPSHUR  TX (459) - High permeability gas,,1,.8814
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,UPSHUR  TX (459),Other tight reservoir rock,260 - UPSHUR  TX (459) - Other tight reservoir rock,,47,.8754
260 East Texas Basin - BP America Production Company,1009170,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,UPSHUR  TX (459),Shale gas,260 - UPSHUR  TX (459) - Shale gas,,0,0
Tapstone 375 Sedgwick Basin,1009179,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BARBER  KS (7),Oil,375 - BARBER  KS (7) - Oil,7250.4950535,9,.62075
Tapstone 375 Sedgwick Basin,1009179,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BARBER  KS (7),Other tight reservoir rock,375 - BARBER  KS (7) - Other tight reservoir rock,,7,.62075
Tapstone 375 Sedgwick Basin,1009179,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARPER  KS (77),Oil,375 - HARPER  KS (77) - Oil,5119.2511186,39,.62075
Tapstone 375 Sedgwick Basin,1009179,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,HARPER  KS (77),Other tight reservoir rock,375 - HARPER  KS (77) - Other tight reservoir rock,,19,.62075
Tapstone 375 Sedgwick Basin,1009179,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,KINGMAN  KS (95),Other tight reservoir rock,375 - KINGMAN  KS (95) - Other tight reservoir rock,,1,.62075
Tapstone 375 Sedgwick Basin,1009179,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RENO  KS (155),Oil,375 - RENO  KS (155) - Oil,2494.2329119,2,.62075
Tapstone 375 Sedgwick Basin,1009179,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RENO  KS (155),Other tight reservoir rock,375 - RENO  KS (155) - Other tight reservoir rock,,1,.62075
Whiting Oil and Gas Corporation 507 Central Western Overthrust,1009183,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,LINCOLN  WY (23),Other tight reservoir rock,507 - LINCOLN  WY (23) - Other tight reservoir rock,,6,.884882
Whiting Oil and Gas Corporation 540 Denver Basin,1009185,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,WELD  CO (123),Oil,540 - WELD  CO (123) - Oil,1.67,184,.660194
Whiting Oil and Gas Corporation 305 Michigan Basin,1009189,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GRAND TRAVERSE  MI (55),Oil,305 - GRAND TRAVERSE  MI (55) - Oil,0,1,.7154
Whiting Oil and Gas Corporation 305 Michigan Basin,1009189,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,OAKLAND  MI (125),Oil,305 - OAKLAND  MI (125) - Oil,4.007,0,.414
Whiting Oil and Gas Corporation 305 Michigan Basin,1009189,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,OTSEGO  MI (137),Other tight reservoir rock,305 - OTSEGO  MI (137) - Other tight reservoir rock,,2,.778845
Whiting Oil and Gas Corporation 305 Michigan Basin,1009189,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,PRESQUE ISLE  MI (141),Oil,305 - PRESQUE ISLE  MI (141) - Oil,0,4,.769781
Whiting Oil and Gas Corporation 595 Piceance Basin,1009193,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RIO BLANCO  CO (103),Oil,595 - RIO BLANCO  CO (103) - Oil,.342,8,.4608
Whiting Oil and Gas Corporation 595 Piceance Basin,1009193,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,RIO BLANCO  CO (103),Other tight reservoir rock,595 - RIO BLANCO  CO (103) - Other tight reservoir rock,,40,.802874
Whiting Oil and Gas Corporation 395 Williston Basin,1009197,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BILLINGS  ND (7),Oil,395 - BILLINGS  ND (7) - Oil,1.538,85,.600884
Whiting Oil and Gas Corporation 395 Williston Basin,1009197,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BILLINGS  ND (7),Other tight reservoir rock,395 - BILLINGS  ND (7) - Other tight reservoir rock,,0,.663817
Whiting Oil and Gas Corporation 395 Williston Basin,1009197,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,BOTTINEAU  ND (9),Oil,395 - BOTTINEAU  ND (9) - Oil,.096,8,.10732
Whiting Oil and Gas Corporation 395 Williston Basin,1009197,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DIVIDE  ND (23),Oil,395 - DIVIDE  ND (23) - Oil,1.637,3,.87104
Whiting Oil and Gas Corporation 395 Williston Basin,1009197,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,DUNN  ND (25),Oil,395 - DUNN  ND (25) - Oil,.771,90,.505042
Whiting Oil and Gas Corporation 395 Williston Basin,1009197,2015,Table AA.1.ii,Onshore petroleum and natural gas production: Sub-Basin Characterization,Onshore petroleum and natural gas production [98.230(a)(2)],,,,,GOLDEN VALLEY  ND (33),Oil,395 - GOLDEN VALLEY  ND (33) - Oil,.709,10,.496631
